packet_rate,byte_count,flow_duration,inter_arrival_time,packet_size_variance,protocol_type,hop_count,route_changes,signal_strength,node_mobility,label,attack_type,group_id
57.450712295168486,1811.344430466655,8.539120402026764,0.028700441672485536,190.4879577793392,17,1,0,-57.876199139765106,3.6270781539322567,0,normal,0
47.92603548243223,1279.5257134685867,20.542381689356006,0.044755524753274115,125.12766656971257,6,4,4,-51.19193146515778,1.0113043884200645,0,normal,0
59.715328071510385,1172.7204466310773,1.5033018972719208,0.01134227377846188,268.1614487566125,6,4,0,-58.20570478705067,3.448877279980347,0,normal,0
72.84544784612038,1498.650217035619,17.48693915561699,0.015337703264500329,184.81869635509995,17,5,1,-47.14240963489434,0.053614014471925486,0,normal,0
46.48769937914996,1431.9261509900286,2.8214297415654244,0.012962841226884408,175.55569404781545,6,4,1,-66.61689870966319,1.525560698392046,0,normal,0
46.487945645762295,1318.7087802690899,2.13486472639357,0.009859996322453437,279.4470164222041,6,2,1,-71.40578489488554,1.9941076570377185,0,normal,0
73.68819223261087,1778.5549789826862,0.25830642606752446,0.04368262971026606,137.88767332253855,17,2,1,-56.918716634634954,4.176234744427508,0,normal,0
61.51152093729363,1882.1220834282044,0.2710416837253274,0.044873782473675156,143.72064429840154,17,2,0,-60.77180276113696,1.9519718653470215,0,normal,0
42.95788421097572,1535.362754516739,5.888460209788519,0.008183932169327453,145.18898375657176,6,2,1,-54.5713627964178,0.056347230946991456,0,normal,0
58.13840065378947,2091.0120324221048,3.0617913977190954,0.019093862807365067,196.6064309150259,6,2,2,-60.27402290866504,1.761732059140047,0,normal,0
43.04873460781307,1043.324354346598,1.2842878401807567,0.05232060733810963,221.58158148187988,6,3,2,-63.40019790623457,2.494620491796436,0,normal,0
43.01405369644615,1422.5362162881127,4.7592049292871925,0.06543419502490058,236.98377340589167,6,5,1,-60.749375717237236,4.745023933363867,0,normal,0
53.629434073490515,1213.271071758878,1.4575008823830735,0.014224554678758092,328.5997658747484,6,3,0,-59.711511052068154,4.705171518947724,0,normal,0
21.300796330133032,753.385353170776,4.3093886271036554,0.012059724899914947,87.52837728996181,17,3,0,-63.049812998483304,0.9043701911070579,0,normal,0
24.126232512304508,1466.9277256629202,2.225257667094912,0.006533845183763852,230.43677945622085,6,5,1,-62.03132046323428,0.9257327086972578,0,normal,0
